,email,category,message
675,Doreen6900@vitstudent.ac.in,spam   ,"Dear 0776xxxxxxx U've been invited to XCHAT. This is our final attempt to contact u! Txt CHAT to 86688 150p/MsgrcvdHG/Suite342/2Lands/Row/W1J6HL LDN 18yrs"",,,,,,,,,,,,,"
676,John2768@gmail.com,spam   ,"Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send GO to 86688 only 150p/meg. CC: 08718720201 HG/Suite342/2lands Row/W1j6HL"",,,,,,,,,,,,,"
677,Bernice.Greenwood@gmail.com,spam   ,"PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S.I.M. points. Call 08715203685 Identifier Code:4xx26 Expires 13/10/04"",,,,,,,,,,,,,"
678,ChristianHonore@yahoo.com,spam   ,"I'd like to tell you my deepest darkest fantasies. Call me 09094646631 just 60p/min. To stop texts call 08712460324 (nat rate)"",,,,,,,,,,,,,"
679,Jay3025@yahoo.com,spam   ,"You won't believe it but it's true. It's Incredible Txts! Reply G now to learn truly amazing things that will blow your mind. From O2FWD only 18p/txt"",,,,,,,,,,,,,"
680,RobertHutcherson@gmail.com,spam   ,"Natalie (20/F) is inviting you to be her friend. Reply YES-165 or NO-165 See her: www.SMS.ac/u/natalie2k9 STOP? Send STOP FRND to 62468"",,,,,,,,,,,,,"
681,Delora.Crews@gmail.com,spam   ,"Jamster! To get your free wallpaper text HEART to 88888 now! T&C apply. 16 only. Need Help? Call 08701213186."",,,,,,,,,,,,,"
682,StevenMacias@gmail.com,spam   ,"Double Mins & Double Txt & 1/2 price Linerental on Latest Orange Bluetooth mobiles. Call MobileUpd8 for the very latest offers. 08000839402 or call2optout/LF56"",,,,,,,,,,,,,"
683,Linda.Mayberry@hotmail.com,spam   ,"Free video camera phones with Half Price line rental for 12 mths and 500 cross ntwk mins 100 txts. Call MobileUpd8 08001950382 or Call2OptOut/674"",,,,,,,,,,,,,"
684,James3766@gmail.com,spam   ,"83039 62735=Â£450 UK Break AccommodationVouchers terms & conditions apply. 2 claim you mustprovide your claim number which is 15541 "",,,,,,,,,,,,,"
685,Misty8535@gmail.com,spam   ,"5p 4 alfie Moon's Children in need song on ur mob. Tell ur m8s. Txt Tone charity to 8007 for Nokias or Poly charity for polys: zed 08701417012 profit 2 charity."",,,,,,,,,,,,,"
686,DavidAvant@vitstudent.ac.in,spam   ,"WIN a Â£200 Shopping spree every WEEK Starting NOW. 2 play text STORE to 88039. SkilGme. TsCs08714740323 1Winawk! age16 Â£1.50perweeksub."",,,,,,,,,,,,,"
687,DortheaManko@gmail.com,spam   ,"This is the 2nd attempt to contract U"", you have won this weeks top prize of either Â£1000 cash or Â£200 prize. Just call 09066361921,,,,,,,,,,,,"
688,Myron9778@gmail.com,spam   ,"Do you want a New Nokia 3510i colour phone DeliveredTomorrow? With 300 free minutes to any mobile + 100 free texts + Free Camcorder reply or call 08000930705."",,,,,,,,,,,,,"
689,Brian.Coore@gmail.com,spam   ,"TheMob>Hit the link to get a premium Pink Panther game"", the new no. 1 from Sugababes, a crazy Zebra animation or a badass Hoody wallpaper-all 4 FREE!,,,,,,,,,,,"
690,Giovanna6299@yahoo.com,spam   ,"This msg is for your mobile content order It has been resent as previous attempt failed due to network error Queries to customersqueries@netvision.uk.com"",,,,,,,,,,,,,"
691,Edgar664@vitstudent.ac.in,spam   ,"You have 1 new message. Please call 08715205273"",,,,,,,,,,,,,"
692,Joseph2522@gmail.com,spam   ,"December only! Had your mobile 11mths+? You are entitled to update to the latest colour camera mobile for Free! Call The Mobile Update VCo FREE on 08002986906 "",,,,,,,,,,,,,"
693,Leon3588@hotmail.com,spam   ,"Get 3 Lions England tone"", reply lionm 4 mono or lionp 4 poly. 4 more go 2 www.ringtones.co.uk, the original n best. Tones 3GBP network operator rates apply.,,,,,,,,,,,"
694,NicoleRichard@hotmail.com,spam   ,"PRIVATE! Your 2003 Account Statement for 078"",,,,,,,,,,,,,"
695,RachelGentile@hotmail.com,spam   ,"YOU VE WON! Your 4* Costa Del Sol Holiday or Â£5000 await collection. Call 09050090044 Now toClaim. SAE"", TC s, POBox334, Stockport, SK38xh, CostÂ£1.50/pm, Max10mins,,,,,,,"
696,ClaudiaMann@hotmail.com,spam   ,"FREE for 1st week! No1 Nokia tone 4 ur mobile every week just txt NOKIA to 8077 Get txting and tell ur mates. www.getzed.co.uk POBox 36504 W45WQ 16+ norm150p/tone"",,,,,,,,,,,,,"
697,Alan6437@hotmail.com,spam   ,"Get your garden ready for summer with a FREE selection of summer bulbs and seeds worth Â£33:50 only with The Scotsman this Saturday. To stop go2 notxt.co.uk"",,,,,,,,,,,,,"
698,MichaelChaires@vitstudent.ac.in,spam   ,"Congrats 2 mobile 3G Videophones R yours. call 09063458130 now! videochat wid ur mates"", play java games, Dload polypH music, noline rentl. bx420. ip4. 5we. 150p,,,,,,,,,,"
699,Brandie.Lee@vitstudent.ac.in,spam   ,"SMS AUCTION - A BRAND NEW Nokia 7250 is up 4 auction today! Auction is FREE 2 join & take part! Txt NOKIA to 86021 now!"",,,,,,,,,,,,,"
700,Robert.Oliver@hotmail.com,spam   ,"ree entry in 2 a weekly comp for a chance to win an ipod. Txt POD to 80182 to get entry (std txt rate) T&C's apply 08452810073 for details 18+"",,,,,,,,,,,,,"
701,MichaelVance@gmail.com,spam   ,"Our records indicate u maybe entitled to 5000 pounds in compensation for the Accident you had. To claim 4 free reply with CLAIM to this msg. 2 stop txt STOP"",,,,,,,,,,,,,"
702,Russell9798@vitstudent.ac.in,spam   ,"Spook up your mob with a Halloween collection of a logo & pic message plus a free eerie tone"", txt CARD SPOOK to 8007 zed 08701417012150p per logo/pic ,,,,,,,,,,,,"
703,KristaBowman@yahoo.com,spam   ,"Call Germany for only 1 pence per minute! Call from a fixed line via access number 0844 861 85 85. No prepayment. Direct access! www.telediscount.co.uk"",,,,,,,,,,,,,"
704,MichaelParker@vitstudent.ac.in,spam   ,"YOU VE WON! Your 4* Costa Del Sol Holiday or Â£5000 await collection. Call 09050090044 Now toClaim. SAE"", TC s, POBox334, Stockport, SK38xh, CostÂ£1.50/pm, Max10mins,,,,,,,"
705,DavidMedina@vitstudent.ac.in,spam   ,"Had your mobile 11mths ? Update for FREE to Oranges latest colour camera mobiles & unlimited weekend calls. Call Mobile Upd8 on freefone 08000839402 or 2StopTxt"",,,,,,,,,,,,,"
706,Julio2154@vitstudent.ac.in,spam   ,"Natalja (25/F) is inviting you to be her friend. Reply YES-440 or NO-440 See her: www.SMS.ac/u/nat27081980 STOP? Send STOP FRND to 62468"",,,,,,,,,,,,,"
707,Florine.Napier@vitstudent.ac.in,spam   ,"PRIVATE! Your 2003 Account Statement for <fone no> shows 800 un-redeemed S. I. M. points. Call 08715203656 Identifier Code: 42049 Expires 26/10/04"",,,,,,,,,,,,,"
708,TerryZubiate@vitstudent.ac.in,spam   ,"YOU ARE CHOSEN TO RECEIVE A Â£350 AWARD! Pls call claim number 09066364311 to collect your award which you are selected to receive as a valued mobile customer."",,,,,,,,,,,,,"
709,Robert4500@hotmail.com,spam   ,"Someonone you know is trying to contact you via our dating service! To find out who it could be call from your mobile or landline 09064015307 BOX334SK38ch "",,,,,,,,,,,,,"
710,Ruby5068@gmail.com,spam   ,"Urgent! Please call 09061213237 from a landline. Â£5000 cash or a 4* holiday await collection. T &Cs SAE PO Box 177 M227XY. 16+"",,,,,,,,,,,,,"
711,David.Rose@gmail.com,spam   ,"If you don't"", your prize will go to another customer. T&C at www.t-c.biz 18+ 150p/min Polo Ltd Suite 373 London W1J 6HL Please call back if busy ,,,,,,,,,,,,"
712,WalterHadlock@vitstudent.ac.in,spam   ,"URGENT! Your Mobile number has been awarded with a Â£2000 prize GUARANTEED. Call 09061790126 from land line. Claim 3030. Valid 12hrs only 150ppm"",,,,,,,,,,,,,"
713,MarciSelf@vitstudent.ac.in,spam   ,"URGENT! You have won a 1 week FREE membership in our Â£100"",000 Prize Jackpot! Txt the word: CLAIM to No: 81010 T&C www.dbuk.net LCCLTD POBOX 4403LDNW1A7RW18,,,,,,,,,,,,"
714,Denise6704@vitstudent.ac.in,spam   ,"Urgent! Please call 09061213237 from landline. Â£5000 cash or a luxury 4* Canary Islands Holiday await collection. T&Cs SAE PO Box 177. M227XY. 150ppm. 16+"",,,,,,,,,,,,,"
715,LuisRodriguez@vitstudent.ac.in,spam   ,"XMAS iscoming & ur awarded either Â£500 CD gift vouchers & free entry 2 r Â£100 weekly draw txt MUSIC to 87066 TnC www.Ldew.com1win150ppmx3age16subscription "",,,,,,,,,,,,,"
716,Betty.Hughes@yahoo.com,spam   ,"Get the official ENGLAND poly ringtone or colour flag on yer mobile for tonights game! Text TONE or FLAG to 84199. Optout txt ENG STOP Box39822 W111WX Â£1.50"",,,,,,,,,,,,,"
717,Evelyn2001@hotmail.com,spam   ,"u r subscribed 2 TEXTCOMP 250 wkly comp. 1st wk?s free question follows"", subsequent wks charged@150p/msg.2 unsubscribe txt STOP 2 84128,custcare 08712405020,,,,,,,,,,,"
718,Bonnie.Davis@gmail.com,spam   ,"Call 09095350301 and send our girls into erotic ecstacy. Just 60p/min. To stop texts call 08712460324 (nat rate)"",,,,,,,,,,,,,"
719,Lisa5621@yahoo.com,spam   ,"Camera - You are awarded a SiPix Digital Camera! call 09061221066 fromm landline. Delivery within 28 days."",,,,,,,,,,,,,"
720,Mary9477@gmail.com,spam   ,"A Â£400 XMAS REWARD IS WAITING FOR YOU! Our computer has randomly picked you from our loyal mobile customers to receive a Â£400 reward. Just call 09066380611"",,,,,,,,,,,,,"
721,JosephHarmon@vitstudent.ac.in,spam   ,"IMPORTANT MESSAGE. This is a final contact attempt. You have important messages waiting out our customer claims dept. Expires 13/4/04. Call 08717507382 NOW!"",,,,,,,,,,,,,"
722,KathleenCaskey@hotmail.com,spam   ,"dating:i have had two of these. Only started after i sent a text to talk sport radio last week. Any connection do you think or coincidence?"",,,,,,,,,,,,,"
723,RachelWatson@yahoo.com,spam   ,"The current leading bid is 151. To pause this auction send OUT. Customer Care: 08718726270"",,,,,,,,,,,,,"
724,Gregory2874@gmail.com,spam   ,"Free entry to the gr8prizes wkly comp 4 a chance to win the latest Nokia 8800"", PSP or Â£250 cash every wk.TXT GREAT to 80878 http//www.gr8prizes.com 08715705022,,,,,,,,,,,,"
725,Donna.Bail@yahoo.com,spam   ,"You have 1 new message. Call 0207-083-6089"",,,,,,,,,,,,,"
726,VeronicaMcdonough@yahoo.com,spam   ,"Santa Calling! Would your little ones like a call from Santa Xmas eve? Call 09058094583 to book your time."",,,,,,,,,,,,,"
727,Brian.Frederick@hotmail.com,spam   ,"You have won a guaranteed 32000 award or maybe even Â£1000 cash to claim ur award call free on 0800 ..... (18+). Its a legitimat efreefone number wat do u think???"",,,,,,,,,,,,,"
728,Corinne9409@hotmail.com,spam   ,"Latest News! Police station toilet stolen"", cops have nothing to go on!,,,,,,,,,,,,"
729,Alice2336@vitstudent.ac.in,spam   ,"""""For the most sparkling shopping breaks from 45 per person; call 0121 2025050 or visit www.shortbreaks.org.uk"""""",,,,,,,,,,,,,"
730,Gerald8347@vitstudent.ac.in,spam   ,"December only! Had your mobile 11mths+? You are entitled to update to the latest colour camera mobile for Free! Call The Mobile Update Co FREE on 08002986906"",,,,,,,,,,,,,"
731,Mary19@gmail.com,spam   ,"Txt: CALL to No: 86888 & claim your reward of 3 hours talk time to use from your phone now! Subscribe6GBP/mnth inc 3hrs 16 stop?txtStop www.gamb.tv"",,,,,,,,,,,,,"
732,Sadie.Sullivan@hotmail.com,spam   ,"http//tms. widelive.com/index. wml?id=820554ad0a1705572711&first=trueÂ¡C C RingtoneÂ¡"",,,,,,,,,,,,,"
733,Karen1115@yahoo.com,spam   ,"Get your garden ready for summer with a FREE selection of summer bulbs and seeds worth Â£33:50 only with The Scotsman this Saturday. To stop go2 notxt.co.uk"",,,,,,,,,,,,,"
734,Brandon.Pope@gmail.com,spam   ,"URGENT! Last weekend's draw shows that you have won Â£1000 cash or a Spanish holiday! CALL NOW 09050000332 to claim. T&C: RSTM"", SW7 3SS. 150ppm,,,,,,,,,,,,"
735,Virginia8774@hotmail.com,spam   ,"URGENT We are trying to contact you Last weekends draw shows u have won a Â£1000 prize GUARANTEED Call 09064017295 Claim code K52 Valid 12hrs 150p pm"",,,,,,,,,,,,,"
736,John9631@gmail.com,spam   ,"2p per min to call Germany 08448350055 from your BT line. Just 2p per min. Check PlanetTalkInstant.com for info & T's & C's. Text stop to opt out"",,,,,,,,,,,,,"
737,Micheal.Davis@gmail.com,spam   ,"Marvel Mobile Play the official Ultimate Spider-man game (Â£4.50) on ur mobile right now. Text SPIDER to 83338 for the game & we ll send u a FREE 8Ball wallpaper"",,,,,,,,,,,,,"
738,Tommy.Monaco@hotmail.com,spam   ,"SMS SERVICES. for your inclusive text credits"", pls goto www.comuk.net login= 3qxj9 unsubscribe with STOP, no extra charge. help 08702840625.COMUK. 220-CM2 9AE,,,,,,,,,,,"
739,HollisPeden@hotmail.com,spam   ,"PRIVATE! Your 2003 Account Statement for 07808247860 shows 800 un-redeemed S. I. M. points. Call 08719899229 Identifier Code: 40411 Expires 06/11/04"",,,,,,,,,,,,,"
740,Jerry2858@hotmail.com,spam   ,"You are awarded a SiPix Digital Camera! call 09061221061 from landline. Delivery within 28days. T Cs Box177. M221BP. 2yr warranty. 150ppm. 16 . p pÂ£3.99"",,,,,,,,,,,,,"
741,Robert9315@yahoo.com,spam   ,"PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S.I.M. points. Call 08718738001 Identifier Code: 49557 Expires 26/11/04"",,,,,,,,,,,,,"
742,BradleySmith@vitstudent.ac.in,spam   ,"Want explicit SEX in 30 secs? Ring 02073162414 now! Costs 20p/min Gsex POBOX 2667 WC1N 3XX"",,,,,,,,,,,,,"
743,Roberto.Valdez@hotmail.com,spam   ,"ASKED 3MOBILE IF 0870 CHATLINES INCLU IN FREE MINS. INDIA CUST SERVs SED YES. L8ER GOT MEGA BILL. 3 DONT GIV A SHIT. BAILIFF DUE IN DAYS. I O Â£250 3 WANT Â£800"",,,,,,,,,,,,,"
744,RaymondIrwin@vitstudent.ac.in,spam   ,"Had your contract mobile 11 Mnths? Latest Motorola"", Nokia etc. all FREE! Double Mins & Text on Orange tariffs. TEXT YES for callback, no to remove from records.,,,,,,,,,,,"
745,Joel.Slater@hotmail.com,spam   ,"REMINDER FROM O2: To get 2.50 pounds free call credit and details of great offers pls reply 2 this text with your valid name"", house no and postcode,,,,,,,,,,,,"
746,Linda4679@vitstudent.ac.in,spam   ,"This is the 2nd time we have tried 2 contact u. U have won the Â£750 Pound prize. 2 claim is easy"", call 087187272008 NOW1! Only 10p per minute. BT-national-rate.,,,,,,,,,,,,"
